,Unnamed: 0,transcript,common_ground,scores,actual_common_ground,Group,Unnamed: 0.1,true label,predicted label,Transcript,Ground truth,Correct,Top 1 prop,Top 1 cosim,Top 2 prop,Top 2 cosim,Top 3 prop,Top 3 cosim,Top 4 prop,Top 4 cosim,Top 5 prop,Top 5 cosim,Top 6 prop,Top 6 cosim,Top 7 prop,Top 7 cosim,Top 8 prop,Top 8 cosim,Top 9 prop,Top 9 cosim,Top 10 prop,Top 10 cosim
637,10.0,"red block , blue block , green block 's probably equal",green = blue + red,0.62364507,green = blue + red,9.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
638,11.0,"red block , blue block , green block 's probably equal",blue = green + red,0.6199321,green = blue + red,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
639,12.0,"red block , blue block , green block 's probably equal",blue < green + red,0.5958849,green = blue + red,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
640,13.0,"red block , blue block , green block 's probably equal",green > blue + red,0.59181666,green = blue + red,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
641,14.0,So got ten ten,green = 10,0.8797363,"blue = 10, red = 10",9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
642,15.0,So got ten ten,red = 10,0.84992635,"blue = 10, red = 10",9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
643,16.0,So got ten ten,yellow = 10,0.8453148,"blue = 10, red = 10",9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
644,17.0,So got ten ten,blue = 10,0.8161327,"blue = 10, red = 10",9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
645,18.0,So got ten ten,purple = 10,0.8090606,"blue = 10, red = 10",9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
646,19.0,"green block , blue block twenty ten right","blue = 20, green = 10",0.8228718,"blue = 10, green = 20",9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
647,20.0,"green block , blue block twenty ten right","blue = 10, green = 20",0.7140913,"blue = 10, green = 20",9.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
648,21.0,Look thirty gram block,red = 30,0.94783694,purple = 30,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
649,22.0,Look thirty gram block,blue = 30,0.92076373,purple = 30,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
650,23.0,Look thirty gram block,green = 30,0.9138749,purple = 30,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
651,24.0,Look thirty gram block,yellow = 30,0.9035191,purple = 30,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
652,25.0,Look thirty gram block,purple = 30,0.8499357,purple = 30,9.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
653,26.0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",yellow < green + purple,0.8332112,yellow = green + purple,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
654,27.0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",purple < green + yellow,0.8156763,yellow = green + purple,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
655,28.0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",yellow = green + purple,0.81451565,yellow = green + purple,9.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
656,29.0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",green = purple + yellow,0.81048244,yellow = green + purple,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
657,30.0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",purple = green + yellow,0.7937629,yellow = green + purple,9.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
658,31.0,purple block one thirty yellow block fifty less,"purple = 30, yellow = 50",0.24884826,"purple = 30, yellow = 50",9.0,,1,0,,,,,,,,,,,,,,,,,,,,,,,
659,32.0,purple block one thirty yellow block fifty less,"purple = 50, yellow = 30",0.23547082,"purple = 30, yellow = 50",9.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
660,0.0,I tell red cube ten grams,red = 10,0.9819521,red = 10,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
661,1.0,I tell red cube ten grams,red < 10,0.0119056925,red = 10,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
662,2.0,I tell red cube ten grams,red != 10,0.0073709246,red = 10,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
663,3.0,I tell red cube ten grams,red > 10,0.0071805,red = 10,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
664,4.0,alright reese fill survey end red block ten grams,red = 10,0.969695,red = 10,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
665,5.0,alright reese fill survey end red block ten grams,red < 10,0.03314563,red = 10,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
666,6.0,alright reese fill survey end red block ten grams,red != 10,0.028600996,red = 10,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
667,7.0,alright reese fill survey end red block ten grams,red > 10,0.022345774,red = 10,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
668,8.0,"'d red block , blue block 's basically 's teetering",blue = red,0.9583312,blue = red,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
669,9.0,"'d red block , blue block 's basically 's teetering",blue != red,0.7648013,blue = red,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
670,10.0,"'d red block , blue block 's basically 's teetering",blue < red,0.6094427,blue = red,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
671,11.0,"'d red block , blue block 's basically 's teetering",red > blue,0.5996057,blue = red,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
672,12.0,"'d red block , blue block 's basically 's teetering",blue > red,0.5971844,blue = red,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
673,13.0,"scale red block , blue block ten","blue = 10, red = 10",0.44611627,"blue = 10, red = 10",5.0,,1,0,,,,,,,,,,,,,,,,,,,,,,,
674,14.0,green block one 's twenty,green = 20,0.9785199,green = 20,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
675,15.0,green block one 's twenty,green != 20,0.087551504,green = 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
676,16.0,green block one 's twenty,green > 20,0.022014761,green = 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
677,17.0,green block one 's twenty,green < 20,0.018992115,green = 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
678,18.0,"red block , blue block ten theory ten ten twenty",green = red,0.9700037,"blue = 10, green = 20, red = 10",5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
679,19.0,"red block , blue block ten theory ten ten twenty",blue = red,0.9687854,"blue = 10, green = 20, red = 10",5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
680,20.0,"red block , blue block ten theory ten ten twenty",red = yellow,0.96687055,"blue = 10, green = 20, red = 10",5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
681,21.0,"red block , blue block ten theory ten ten twenty",red = 40,0.96652114,"blue = 10, green = 20, red = 10",5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
682,22.0,"red block , blue block ten theory ten ten twenty",purple < blue + yellow,0.96594214,"blue = 10, green = 20, red = 10",5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
683,23.0,green twenty let 's see use hands,green = 20,0.96433175,green = 20,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
684,24.0,green twenty let 's see use hands,green != 20,0.25035313,green = 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
685,25.0,green twenty let 's see use hands,green < 20,0.0722975,green = 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
686,26.0,green twenty let 's see use hands,green > 20,0.035357542,green = 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
687,27.0,purple block heavier green block one green block twenty purple block heavier green block one,blue = purple,0.9691051,purple > green,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
688,28.0,purple block heavier green block one green block twenty purple block heavier green block one,purple = 20,0.9657531,purple > green,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
689,29.0,purple block heavier green block one green block twenty purple block heavier green block one,purple = 10,0.9656031,purple > green,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
690,30.0,purple block heavier green block one green block twenty purple block heavier green block one,green = purple,0.96410906,purple > green,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
691,31.0,purple block heavier green block one green block twenty purple block heavier green block one,purple = red,0.96025455,purple > green,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
692,32.0,purple block 's heavier greather twenty,purple = 20,0.9497243,purple > 20,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
693,33.0,purple block 's heavier greather twenty,purple != 20,0.20907745,purple > 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
694,34.0,purple block 's heavier greather twenty,purple < 20,0.14379527,purple > 20,5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
695,35.0,purple block 's heavier greather twenty,purple > 20,0.12491502,purple > 20,5.0,,1,0,,,,,,,,,,,,,,,,,,,,,,,
696,36.0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,purple = 20,0.792716,purple = 30,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
697,37.0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,purple = 30,0.7528836,purple = 30,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
698,38.0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,purple = 40,0.6479145,purple = 30,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
699,39.0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,"purple = 30, red = 30",0.6284588,purple = 30,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
700,40.0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,"purple = 30, yellow = 30",0.6123321,purple = 30,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
701,41.0,Thirty twenty,"green = 20, yellow = 30",0.17963195,"green = 20, purple = 30",5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
702,42.0,Thirty twenty,"green = 30, yellow = 20",0.16601083,"green = 20, purple = 30",5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
703,43.0,Thirty twenty,"green = 20, red = 30",0.10692774,"green = 20, purple = 30",5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
704,44.0,Thirty twenty,"green = 30, red = 20",0.087073214,"green = 20, purple = 30",5.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
705,45.0,Thirty twenty,"green = 20, purple = 30",0.08590405,"green = 20, purple = 30",5.0,,1,0,,,,,,,,,,,,,,,,,,,,,,,
706,46.0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",purple = 50,0.89835036,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
707,47.0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",green = 50,0.86783195,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
708,48.0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",blue = 50,0.8525588,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
709,49.0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",yellow = 50,0.8400496,yellow = 50,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
710,50.0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",red = 50,0.8020831,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
711,51.0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",yellow = 50,0.98328257,yellow = 50,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
712,52.0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",purple = 50,0.98200214,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
713,53.0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",yellow = 10,0.9816924,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
714,54.0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",purple = 10,0.98167276,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
715,55.0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",yellow = 30,0.98148733,yellow = 50,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
716,56.0,yellow block fifty purple block thirty,"purple = 30, yellow = 50",0.86766964,"purple = 30, yellow = 50",5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
717,57.0,yellow block fifty purple block thirty,"purple = 50, yellow = 30",0.86209774,"purple = 30, yellow = 50",5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
718,58.0,let 's go thirty purple block 's thirty,purple = 30,0.981762,purple = 30,5.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
719,59.0,let 's go thirty purple block 's thirty,purple != 30,0.75265074,purple = 30,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
720,60.0,let 's go thirty purple block 's thirty,purple < 30,0.7462075,purple = 30,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
721,61.0,let 's go thirty purple block 's thirty,purple > 30,0.6916156,purple = 30,5.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
722,0.0,I tell red cube ten grams,red = 10,0.9601264,red = 10,6.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
723,1.0,I tell red cube ten grams,red > 10,0.011975471,red = 10,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
724,2.0,I tell red cube ten grams,red < 10,0.011083246,red = 10,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
725,3.0,I tell red cube ten grams,red != 10,0.0108457245,red = 10,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
726,4.0,red block red one 's ten grams,red = 10,0.9230834,red = 10,6.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
727,5.0,red block red one 's ten grams,red != 10,0.016938282,red = 10,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
728,6.0,red block red one 's ten grams,red < 10,0.0069133136,red = 10,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
729,7.0,red block red one 's ten grams,red > 10,0.0051728897,red = 10,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
730,8.0,"seems red block , blue block might",blue = red,0.9913132,blue = red,6.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
731,9.0,"seems red block , blue block might",blue > red,0.9807652,blue = red,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
732,10.0,"seems red block , blue block might",red > blue,0.9746156,blue = red,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
733,11.0,"seems red block , blue block might",blue != red,0.8679387,blue = red,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
734,12.0,"seems red block , blue block might",red < blue,0.82657635,blue = red,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
735,13.0,"'s stuff written bottom 's red block , green block 's ten twenty right right 's looking","green = 20, red = 10",0.10307513,"green = 20, red = 10",6.0,,1,0,,,,,,,,,,,,,,,,,,,,,,,
736,14.0,"'s stuff written bottom 's red block , green block 's ten twenty right right 's looking","green = 10, red = 20",0.0883277,"green = 20, red = 10",6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
737,15.0,purple block 's twenty almost seems thirty takes past,purple = 30,0.9226432,purple > 20,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
738,16.0,purple block 's twenty almost seems thirty takes past,purple = 20,0.8990364,purple > 20,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
739,17.0,purple block 's twenty almost seems thirty takes past,"green = 10, purple = 30",0.3048412,purple > 20,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
740,18.0,purple block 's twenty almost seems thirty takes past,"green = 10, purple = 20",0.2643139,purple > 20,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
741,19.0,purple block 's twenty almost seems thirty takes past,"green = 20, purple = 30",0.26260334,purple > 20,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
742,20.0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",blue = red,0.9729719,purple = 30,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
743,21.0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",green = yellow,0.97079694,purple = 30,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
744,22.0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",blue = yellow,0.9684609,purple = 30,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
745,23.0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",blue = green,0.96815014,purple = 30,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
746,24.0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",green = red,0.9680595,purple = 30,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
747,25.0,Fifty,yellow = 50,0.9801607,yellow = 50,6.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
748,26.0,Fifty,green = 50,0.97892994,yellow = 50,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
749,27.0,Fifty,blue = 50,0.9706894,yellow = 50,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
750,28.0,Fifty,red = 50,0.9654487,yellow = 50,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
751,29.0,Fifty,purple = 50,0.95448554,yellow = 50,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
752,30.0,purple block 's thirty green twenty,"green = 20, purple = 30",0.7428262,"green = 20, purple = 30",6.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
753,31.0,purple block 's thirty green twenty,"green = 30, purple = 20",0.6259959,"green = 20, purple = 30",6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
754,32.0,red small blue ten,"blue = 10, red = 10",0.703201,"blue = 10, red = 10",6.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
755,33.0,"green block , purple block 's heavy",green = 40,0.981876,yellow < green + purple,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
756,34.0,"green block , purple block 's heavy",green = 10,0.98070526,yellow < green + purple,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
757,35.0,"green block , purple block 's heavy",green = red,0.9807023,yellow < green + purple,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
758,36.0,"green block , purple block 's heavy",purple = red,0.9801675,yellow < green + purple,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
759,37.0,"green block , purple block 's heavy",purple = yellow,0.97968173,yellow < green + purple,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
760,38.0,would yellow forty five could fifty since 're,yellow = 50,0.9822768,yellow = 50,6.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
761,39.0,would yellow forty five could fifty since 're,yellow = 40,0.9785709,yellow = 50,6.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
762,40.0,would yellow forty five could fifty since 're,yellow < 50,0.4497576,yellow = 50,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
763,41.0,would yellow forty five could fifty since 're,yellow < 40,0.4429192,yellow = 50,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
764,42.0,would yellow forty five could fifty since 're,yellow > 50,0.42655405,yellow = 50,6.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
765,0.0,We tell weight red cube ten grams,red = 10,0.9807869,red = 10,3.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
766,1.0,We tell weight red cube ten grams,red > 10,0.010768212,red = 10,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
767,2.0,We tell weight red cube ten grams,red < 10,0.010366646,red = 10,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
768,3.0,We tell weight red cube ten grams,red != 10,0.0030275416,red = 10,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
769,4.0,"red block , blue block 're weight",blue = red,0.96303725,blue = red,3.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
770,5.0,"red block , blue block 're weight",blue > red,0.21125948,blue = red,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
771,6.0,"red block , blue block 're weight",red > blue,0.08204712,blue = red,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
772,7.0,"red block , blue block 're weight",red < blue,0.020811262,blue = red,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
773,8.0,"red block , blue block 're weight","blue = 10, red = 10",0.013971081,blue = red,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
774,9.0,sufficient green block one 's probably twenty,green = 20,0.93237865,green = 20,3.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
775,10.0,sufficient green block one 's probably twenty,green > 20,0.315691,green = 20,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
776,11.0,sufficient green block one 's probably twenty,green < 20,0.27403772,green = 20,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
777,12.0,sufficient green block one 's probably twenty,green != 20,0.105358824,green = 20,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
778,13.0,purple one thirty,purple = 30,0.93057096,purple = 30,3.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
779,14.0,purple one thirty,purple < 30,0.0050073327,purple = 30,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
780,15.0,purple one thirty,purple > 30,0.004912528,purple = 30,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
781,16.0,purple one thirty,purple != 30,0.0010051006,purple = 30,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
782,17.0,green twenty purple thirty yellow block weighs fifty,"green = 20, purple = 50, yellow = 30",0.1320819,"green = 20, purple = 30, yellow = 50",3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
783,18.0,green twenty purple thirty yellow block weighs fifty,"green = 30, purple = 50, yellow = 20",0.107165635,"green = 20, purple = 30, yellow = 50",3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
784,19.0,green twenty purple thirty yellow block weighs fifty,"green = 50, purple = 20, yellow = 30",0.09564406,"green = 20, purple = 30, yellow = 50",3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
785,20.0,green twenty purple thirty yellow block weighs fifty,"green = 30, purple = 20, yellow = 50",0.094658524,"green = 20, purple = 30, yellow = 50",3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
786,21.0,green twenty purple thirty yellow block weighs fifty,"green = 50, purple = 30, yellow = 20",0.087539405,"green = 20, purple = 30, yellow = 50",3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
787,22.0,mentioned green twenty,green = 20,0.9623934,green = 20,3.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
788,23.0,mentioned green twenty,green < 20,0.020845894,green = 20,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
789,24.0,mentioned green twenty,green > 20,0.011154257,green = 20,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
790,25.0,mentioned green twenty,green != 20,0.0052946713,green = 20,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
791,26.0,yellow course ten,yellow = 10,0.98527396,yellow != 10,3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
792,27.0,yellow course ten,yellow < 10,0.013810844,yellow != 10,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
793,28.0,yellow course ten,yellow > 10,0.0058266725,yellow != 10,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
794,29.0,yellow course ten,yellow != 10,0.0027195036,yellow != 10,3.0,,1,0,,,,,,,,,,,,,,,,,,,,,,,
795,30.0,"try purple block , green block",green = purple,0.97395873,yellow > blue + green + red,3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
796,31.0,"try purple block , green block",purple = yellow,0.97293395,yellow > blue + green + red,3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
797,32.0,"try purple block , green block",purple = green + red,0.97098774,yellow > blue + green + red,3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
798,33.0,"try purple block , green block",purple = red,0.9708928,yellow > blue + green + red,3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
799,34.0,"try purple block , green block",purple = 10,0.97040445,yellow > blue + green + red,3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
800,35.0,feel yellow fifty,yellow = 50,0.9679334,yellow = 50,3.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,
801,36.0,feel yellow fifty,yellow < 50,0.02261477,yellow = 50,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
802,37.0,feel yellow fifty,yellow > 50,0.007513127,yellow = 50,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
803,38.0,feel yellow fifty,yellow != 50,0.003861872,yellow = 50,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
804,39.0,yellow block 's sure thirty,yellow = 30,0.92262536,yellow != 30,3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
805,40.0,yellow block 's sure thirty,yellow > 30,0.08090979,yellow != 30,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
806,41.0,yellow block 's sure thirty,yellow < 30,0.0094171995,yellow != 30,3.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,
807,42.0,yellow block 's sure thirty,yellow != 30,0.0027930425,yellow != 30,3.0,,1,0,,,,,,,,,,,,,,,,,,,,,,,
808,43.0,"yellow block must red block , blue block , purple block right comparing yellow block forty yellow block 's",purple = red,0.97101116,yellow = 50,3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
809,44.0,"yellow block must red block , blue block , purple block right comparing yellow block forty yellow block 's",purple = yellow,0.9707691,yellow = 50,3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
810,45.0,"yellow block must red block , blue block , purple block right comparing yellow block forty yellow block 's",purple > green,0.9668524,yellow = 50,3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
811,46.0,"yellow block must red block , blue block , purple block right comparing yellow block forty yellow block 's",purple > blue,0.96644664,yellow = 50,3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
812,47.0,"yellow block must red block , blue block , purple block right comparing yellow block forty yellow block 's",green = purple,0.9658357,yellow = 50,3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
813,48.0,yellow block fifty,yellow = 50,0.98526174,"purple = 30, yellow = 50",3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
814,49.0,yellow block fifty,yellow = 30,0.98471904,"purple = 30, yellow = 50",3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
815,50.0,yellow block fifty,yellow = 20,0.98407406,"purple = 30, yellow = 50",3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
816,51.0,yellow block fifty,yellow = 10,0.9840646,"purple = 30, yellow = 50",3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
817,52.0,yellow block fifty,yellow = 40,0.974362,"purple = 30, yellow = 50",3.0,,0,1,,,,,,,,,,,,,,,,,,,,,,,
