Unnamed: 0,transcript,common_ground,scores,actual_common_ground,Group,Unnamed: 0.1,true label,predicted label,Transcript,Ground truth,Correct,Top 1 prop,Top 1 cosim,Top 2 prop,Top 2 cosim,Top 3 prop,Top 3 cosim,Top 4 prop,Top 4 cosim,Top 5 prop,Top 5 cosim,Top 6 prop,Top 6 cosim,Top 7 prop,Top 7 cosim,Top 8 prop,Top 8 cosim,Top 9 prop,Top 9 cosim,Top 10 prop,Top 10 cosim
33.0,purple block 's heavier greather twenty,purple != 20,0.20907745,<m> purple > 20 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,purple block 's heavier greather twenty,purple < 20,0.14379527,<m> purple > 20 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,purple block 's heavier greather twenty,purple > 20,0.12491502,<m> purple > 20 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,purple = 20,0.792716,<m> purple = 30 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,purple = 30,0.7528836,<m> purple = 30 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,purple = 40,0.6479145,<m> purple = 30 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,"purple = 30, red = 30",0.6284588,<m> purple = 30 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,teeter teeter purple block 's less forty greater twenty purple block 's likely thirty n't options purple block 's gon na thirty,"purple = 30, yellow = 30",0.6123321,<m> purple = 30 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,Thirty twenty,"green = 20, yellow = 30",0.17963195,"<m> green = 20, purple = 30 </m>",5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,Thirty twenty,"green = 30, yellow = 20",0.16601083,"<m> green = 20, purple = 30 </m>",5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,Thirty twenty,"green = 20, red = 30",0.10692774,"<m> green = 20, purple = 30 </m>",5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,Thirty twenty,"green = 30, red = 20",0.087073214,"<m> green = 20, purple = 30 </m>",5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,Thirty twenty,"green = 20, purple = 30",0.08590405,"<m> green = 20, purple = 30 </m>",5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",purple = 50,0.89835036,<m> yellow = 50 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",green = 50,0.86783195,<m> yellow = 50 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",blue = 50,0.8525588,<m> yellow = 50 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",yellow = 50,0.8400496,<m> yellow = 50 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,"purple block , green block looks almost little bit heavier 's close enough fifty option definitely let 's put sixty",red = 50,0.8020831,<m> yellow = 50 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",yellow = 50,0.98328257,<m> yellow = 50 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",purple = 50,0.98200214,<m> yellow = 50 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",yellow = 10,0.9816924,<m> yellow = 50 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",purple = 10,0.98167276,<m> yellow = 50 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,"purple block thirty right red block ten purple block , red block would forty yellow block 's forty less sixty yellow block 's got ta fifty",yellow = 30,0.98148733,<m> yellow = 50 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,yellow block fifty purple block thirty,"purple = 30, yellow = 50",0.86766964,"<m> purple = 30, yellow = 50 </m>",5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,yellow block fifty purple block thirty,"purple = 50, yellow = 30",0.86209774,"<m> purple = 30, yellow = 50 </m>",5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,let 's go thirty purple block 's thirty,purple = 30,0.981762,<m> purple = 30 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,let 's go thirty purple block 's thirty,purple != 30,0.75265074,<m> purple = 30 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,let 's go thirty purple block 's thirty,purple < 30,0.7462075,<m> purple = 30 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,let 's go thirty purple block 's thirty,purple > 30,0.6916156,<m> purple = 30 </m>,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,I tell red cube ten grams,red = 10,0.9601264,<m> red = 10 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,I tell red cube ten grams,red > 10,0.011975471,<m> red = 10 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,I tell red cube ten grams,red < 10,0.011083246,<m> red = 10 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,I tell red cube ten grams,red != 10,0.0108457245,<m> red = 10 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,red block red one 's ten grams,red = 10,0.9230834,<m> red = 10 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,red block red one 's ten grams,red != 10,0.016938282,<m> red = 10 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,red block red one 's ten grams,red < 10,0.0069133136,<m> red = 10 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,red block red one 's ten grams,red > 10,0.0051728897,<m> red = 10 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,"seems red block , blue block might",blue = red,0.9913132,<m> blue = red </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,"seems red block , blue block might",blue > red,0.9807652,<m> blue = red </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,"seems red block , blue block might",red > blue,0.9746156,<m> blue = red </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,"seems red block , blue block might",blue != red,0.8679387,<m> blue = red </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,"seems red block , blue block might",red < blue,0.82657635,<m> blue = red </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,"'s stuff written bottom 's red block , green block 's ten twenty right right 's looking","green = 20, red = 10",0.10307513,"<m> green = 20, red = 10 </m>",6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,"'s stuff written bottom 's red block , green block 's ten twenty right right 's looking","green = 10, red = 20",0.0883277,"<m> green = 20, red = 10 </m>",6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,purple block 's twenty almost seems thirty takes past,purple = 30,0.9226432,<m> purple > 20 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,purple block 's twenty almost seems thirty takes past,purple = 20,0.8990364,<m> purple > 20 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,purple block 's twenty almost seems thirty takes past,"green = 10, purple = 30",0.3048412,<m> purple > 20 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,purple block 's twenty almost seems thirty takes past,"green = 10, purple = 20",0.2643139,<m> purple > 20 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,purple block 's twenty almost seems thirty takes past,"green = 20, purple = 30",0.26260334,<m> purple > 20 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",blue = red,0.9729719,<m> purple = 30 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",green = yellow,0.97079694,<m> purple = 30 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",blue = yellow,0.9684609,<m> purple = 30 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",blue = green,0.96815014,<m> purple = 30 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",green = red,0.9680595,<m> purple = 30 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Fifty,yellow = 50,0.9801607,<m> yellow = 50 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Fifty,green = 50,0.97892994,<m> yellow = 50 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Fifty,blue = 50,0.9706894,<m> yellow = 50 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,Fifty,red = 50,0.9654487,<m> yellow = 50 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Fifty,purple = 50,0.95448554,<m> yellow = 50 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,purple block 's thirty green twenty,"green = 20, purple = 30",0.7428262,"<m> green = 20, purple = 30 </m>",6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,purple block 's thirty green twenty,"green = 30, purple = 20",0.6259959,"<m> green = 20, purple = 30 </m>",6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,red small blue ten,"blue = 10, red = 10",0.703201,"<m> blue = 10, red = 10 </m>",6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,"green block , purple block 's heavy",green = 40,0.981876,<m> yellow < green + purple </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,"green block , purple block 's heavy",green = 10,0.98070526,<m> yellow < green + purple </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,"green block , purple block 's heavy",green = red,0.9807023,<m> yellow < green + purple </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,"green block , purple block 's heavy",purple = red,0.9801675,<m> yellow < green + purple </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,"green block , purple block 's heavy",purple = yellow,0.97968173,<m> yellow < green + purple </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,would yellow forty five could fifty since 're,yellow = 50,0.9822768,<m> yellow = 50 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,would yellow forty five could fifty since 're,yellow = 40,0.9785709,<m> yellow = 50 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,would yellow forty five could fifty since 're,yellow < 50,0.4497576,<m> yellow = 50 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,would yellow forty five could fifty since 're,yellow < 40,0.4429192,<m> yellow = 50 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,would yellow forty five could fifty since 're,yellow > 50,0.42655405,<m> yellow = 50 </m>,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,We tell weight red cube ten grams,red = 10,0.9807869,<m> red = 10 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,We tell weight red cube ten grams,red > 10,0.010768212,<m> red = 10 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,We tell weight red cube ten grams,red < 10,0.010366646,<m> red = 10 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,We tell weight red cube ten grams,red != 10,0.0030275416,<m> red = 10 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,"red block , blue block 're weight",blue = red,0.96303725,<m> blue = red </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,"red block , blue block 're weight",blue > red,0.21125948,<m> blue = red </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,"red block , blue block 're weight",red > blue,0.08204712,<m> blue = red </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,"red block , blue block 're weight",red < blue,0.020811262,<m> blue = red </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,"red block , blue block 're weight","blue = 10, red = 10",0.013971081,<m> blue = red </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,sufficient green block one 's probably twenty,green = 20,0.93237865,<m> green = 20 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,sufficient green block one 's probably twenty,green > 20,0.315691,<m> green = 20 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,sufficient green block one 's probably twenty,green < 20,0.27403772,<m> green = 20 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,sufficient green block one 's probably twenty,green != 20,0.105358824,<m> green = 20 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,purple one thirty,purple = 30,0.93057096,<m> purple = 30 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,purple one thirty,purple < 30,0.0050073327,<m> purple = 30 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,purple one thirty,purple > 30,0.004912528,<m> purple = 30 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,purple one thirty,purple != 30,0.0010051006,<m> purple = 30 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,green twenty purple thirty yellow block weighs fifty,"green = 20, purple = 50, yellow = 30",0.1320819,"<m> green = 20, purple = 30, yellow = 50 </m>",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,green twenty purple thirty yellow block weighs fifty,"green = 30, purple = 50, yellow = 20",0.107165635,"<m> green = 20, purple = 30, yellow = 50 </m>",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,green twenty purple thirty yellow block weighs fifty,"green = 50, purple = 20, yellow = 30",0.09564406,"<m> green = 20, purple = 30, yellow = 50 </m>",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,green twenty purple thirty yellow block weighs fifty,"green = 30, purple = 20, yellow = 50",0.094658524,"<m> green = 20, purple = 30, yellow = 50 </m>",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,green twenty purple thirty yellow block weighs fifty,"green = 50, purple = 30, yellow = 20",0.087539405,"<m> green = 20, purple = 30, yellow = 50 </m>",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,mentioned green twenty,green = 20,0.9623934,<m> green = 20 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,mentioned green twenty,green < 20,0.020845894,<m> green = 20 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,mentioned green twenty,green > 20,0.011154257,<m> green = 20 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,mentioned green twenty,green != 20,0.0052946713,<m> green = 20 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,yellow course ten,yellow = 10,0.98527396,<m> yellow != 10 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,yellow course ten,yellow < 10,0.013810844,<m> yellow != 10 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,yellow course ten,yellow > 10,0.0058266725,<m> yellow != 10 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,yellow course ten,yellow != 10,0.0027195036,<m> yellow != 10 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,"try purple block , green block",green = purple,0.97395873,<m> yellow > blue + green + red </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,"try purple block , green block",purple = yellow,0.97293395,<m> yellow > blue + green + red </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,"try purple block , green block",purple = green + red,0.97098774,<m> yellow > blue + green + red </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,"try purple block , green block",purple = red,0.9708928,<m> yellow > blue + green + red </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,"try purple block , green block",purple = 10,0.97040445,<m> yellow > blue + green + red </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,feel yellow fifty,yellow = 50,0.9679334,<m> yellow = 50 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,feel yellow fifty,yellow < 50,0.02261477,<m> yellow = 50 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,feel yellow fifty,yellow > 50,0.007513127,<m> yellow = 50 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,feel yellow fifty,yellow != 50,0.003861872,<m> yellow = 50 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,yellow block 's sure thirty,yellow = 30,0.92262536,<m> yellow != 30 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,yellow block 's sure thirty,yellow > 30,0.08090979,<m> yellow != 30 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,yellow block 's sure thirty,yellow < 30,0.0094171995,<m> yellow != 30 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,yellow block 's sure thirty,yellow != 30,0.0027930425,<m> yellow != 30 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,"yellow block must red block , blue block , purple block right comparing yellow block forty yellow block 's",purple = red,0.97101116,<m> yellow = 50 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,"yellow block must red block , blue block , purple block right comparing yellow block forty yellow block 's",purple = yellow,0.9707691,<m> yellow = 50 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,"yellow block must red block , blue block , purple block right comparing yellow block forty yellow block 's",purple > green,0.9668524,<m> yellow = 50 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,"yellow block must red block , blue block , purple block right comparing yellow block forty yellow block 's",purple > blue,0.96644664,<m> yellow = 50 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,"yellow block must red block , blue block , purple block right comparing yellow block forty yellow block 's",green = purple,0.9658357,<m> yellow = 50 </m>,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,yellow block fifty,yellow = 50,0.98526174,"<m> purple = 30, yellow = 50 </m>",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,yellow block fifty,yellow = 30,0.98471904,"<m> purple = 30, yellow = 50 </m>",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,yellow block fifty,yellow = 20,0.98407406,"<m> purple = 30, yellow = 50 </m>",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,yellow block fifty,yellow = 10,0.9840646,"<m> purple = 30, yellow = 50 </m>",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,yellow block fifty,yellow = 40,0.974362,"<m> purple = 30, yellow = 50 </m>",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,And tell red cube top ten grams,red = 10,0.6271255,<m> red = 10 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,And tell red cube top ten grams,red > 10,0.005829897,<m> red = 10 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,And tell red cube top ten grams,red < 10,0.005201473,<m> red = 10 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,And tell red cube top ten grams,red != 10,0.0013927371,<m> red = 10 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,red block would nine minus ten,red = 10,0.88872075,<m> red = 10 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,red block would nine minus ten,red != 10,0.051510867,<m> red = 10 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,red block would nine minus ten,red < 10,0.03292629,<m> red = 10 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,red block would nine minus ten,red > 10,0.031811662,<m> red = 10 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,"red block , blue block seems pretty balanced",blue = red,0.9466146,<m> blue = red </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,"red block , blue block seems pretty balanced",blue != red,0.68464124,<m> blue = red </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,"red block , blue block seems pretty balanced",red > blue,0.6426861,<m> blue = red </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,"red block , blue block seems pretty balanced",red < blue,0.622804,<m> blue = red </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,"red block , blue block seems pretty balanced",blue < red,0.6079402,<m> blue = red </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,blue block also ten,blue = 10,0.79851717,<m> blue = 10 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,blue block also ten,blue > 10,0.027108423,<m> blue = 10 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,blue block also ten,blue != 10,0.016015878,<m> blue = 10 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,blue block also ten,blue < 10,0.013641644,<m> blue = 10 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,And see 's thats twenty,yellow = 20,0.16954552,<m> purple != 20 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,And see 's thats twenty,blue = 20,0.112723656,<m> purple != 20 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,And see 's thats twenty,green = 20,0.1091585,<m> purple != 20 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,And see 's thats twenty,purple = 20,0.096449725,<m> purple != 20 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,And see 's thats twenty,red = 20,0.09317247,<m> purple != 20 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,And see 's thats twenty,yellow = 20,0.16954552,<m> purple != 20 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,And see 's thats twenty,blue = 20,0.112723656,<m> purple != 20 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,And see 's thats twenty,green = 20,0.1091585,<m> purple != 20 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,And see 's thats twenty,purple = 20,0.096449725,<m> purple != 20 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,And see 's thats twenty,red = 20,0.09317247,<m> purple != 20 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,green block one probably twenty ten ten twenty,green = 10,0.92326415,"<m> blue = 10, green = 20, red = 10 </m>",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,green block one probably twenty ten ten twenty,green = 20,0.91677713,"<m> blue = 10, green = 20, red = 10 </m>",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,green block one probably twenty ten ten twenty,"green = 10, red = 20",0.111751035,"<m> blue = 10, green = 20, red = 10 </m>",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,green block one probably twenty ten ten twenty,"green = 20, yellow = 50",0.10777743,"<m> blue = 10, green = 20, red = 10 </m>",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,green block one probably twenty ten ten twenty,"green = 20, red = 20",0.107524656,"<m> blue = 10, green = 20, red = 10 </m>",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,green block one probably twenty ten ten twenty,green = 10,0.92326415,"<m> blue = 10, green = 20, red = 10 </m>",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,green block one probably twenty ten ten twenty,green = 20,0.91677713,"<m> blue = 10, green = 20, red = 10 </m>",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,green block one probably twenty ten ten twenty,"green = 10, red = 20",0.111751035,"<m> blue = 10, green = 20, red = 10 </m>",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,green block one probably twenty ten ten twenty,"green = 20, yellow = 50",0.10777743,"<m> blue = 10, green = 20, red = 10 </m>",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,green block one probably twenty ten ten twenty,"green = 20, red = 20",0.107524656,"<m> blue = 10, green = 20, red = 10 </m>",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,Ooh looking thirty,green = 30,0.34852296,<m> purple = 30 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,Ooh looking thirty,purple = 30,0.34555164,<m> purple = 30 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,Ooh looking thirty,yellow = 30,0.24958962,<m> purple = 30 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,Ooh looking thirty,red = 30,0.16686097,<m> purple = 30 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,Ooh looking thirty,blue = 30,0.13749582,<m> purple = 30 </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,"blue dark blue one thirty purple block 's larger one purple block , red block , blue block 's slightly heavier",blue = yellow,0.96398395,<m> yellow > blue + purple + red </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,"blue dark blue one thirty purple block 's larger one purple block , red block , blue block 's slightly heavier",green = purple,0.9619002,<m> yellow > blue + purple + red </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,"blue dark blue one thirty purple block 's larger one purple block , red block , blue block 's slightly heavier",blue = green,0.9618826,<m> yellow > blue + purple + red </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,"blue dark blue one thirty purple block 's larger one purple block , red block , blue block 's slightly heavier",blue = red,0.9609119,<m> yellow > blue + purple + red </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,"blue dark blue one thirty purple block 's larger one purple block , red block , blue block 's slightly heavier",blue = purple,0.9606155,<m> yellow > blue + purple + red </m>,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,"im thinking red block , blue block , green block , yellow block , purple block 's ten ten twenty thirty",green = 10,0.8706331,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,"im thinking red block , blue block , green block , yellow block , purple block 's ten ten twenty thirty",green = 20,0.8492517,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
