,Propositions
690,red block equals twenty and purple block equals forty and yellow block equals ten
691,red block equals twenty and purple block equals forty and yellow block equals twenty
692,red block equals twenty and purple block equals forty and yellow block equals thirty
693,red block equals twenty and purple block equals forty and yellow block equals forty
694,red block equals twenty and purple block equals forty and yellow block equals fifty
695,red block equals twenty and purple block equals fifty and yellow block equals ten
696,red block equals twenty and purple block equals fifty and yellow block equals twenty
697,red block equals twenty and purple block equals fifty and yellow block equals thirty
698,red block equals twenty and purple block equals fifty and yellow block equals forty
699,red block equals twenty and purple block equals fifty and yellow block equals fifty
700,red block equals thirty and blue block equals ten and green block equals ten
701,red block equals thirty and blue block equals ten and green block equals twenty
702,red block equals thirty and blue block equals ten and green block equals thirty
703,red block equals thirty and blue block equals ten and green block equals forty
704,red block equals thirty and blue block equals ten and green block equals fifty
705,red block equals thirty and blue block equals ten and purple block equals ten
706,red block equals thirty and blue block equals ten and purple block equals twenty
707,red block equals thirty and blue block equals ten and purple block equals thirty
708,red block equals thirty and blue block equals ten and purple block equals forty
709,red block equals thirty and blue block equals ten and purple block equals fifty
710,red block equals thirty and blue block equals ten and yellow block equals ten
711,red block equals thirty and blue block equals ten and yellow block equals twenty
712,red block equals thirty and blue block equals ten and yellow block equals thirty
713,red block equals thirty and blue block equals ten and yellow block equals forty
714,red block equals thirty and blue block equals ten and yellow block equals fifty
715,red block equals thirty and blue block equals twenty and green block equals ten
716,red block equals thirty and blue block equals twenty and green block equals twenty
717,red block equals thirty and blue block equals twenty and green block equals thirty
718,red block equals thirty and blue block equals twenty and green block equals forty
719,red block equals thirty and blue block equals twenty and green block equals fifty
720,red block equals thirty and blue block equals twenty and purple block equals ten
721,red block equals thirty and blue block equals twenty and purple block equals twenty
722,red block equals thirty and blue block equals twenty and purple block equals thirty
723,red block equals thirty and blue block equals twenty and purple block equals forty
724,red block equals thirty and blue block equals twenty and purple block equals fifty
725,red block equals thirty and blue block equals twenty and yellow block equals ten
726,red block equals thirty and blue block equals twenty and yellow block equals twenty
727,red block equals thirty and blue block equals twenty and yellow block equals thirty
728,red block equals thirty and blue block equals twenty and yellow block equals forty
729,red block equals thirty and blue block equals twenty and yellow block equals fifty
730,red block equals thirty and blue block equals thirty and green block equals ten
731,red block equals thirty and blue block equals thirty and green block equals twenty
732,red block equals thirty and blue block equals thirty and green block equals thirty
733,red block equals thirty and blue block equals thirty and green block equals forty
734,red block equals thirty and blue block equals thirty and green block equals fifty
735,red block equals thirty and blue block equals thirty and purple block equals ten
736,red block equals thirty and blue block equals thirty and purple block equals twenty
737,red block equals thirty and blue block equals thirty and purple block equals thirty
738,red block equals thirty and blue block equals thirty and purple block equals forty
739,red block equals thirty and blue block equals thirty and purple block equals fifty
740,red block equals thirty and blue block equals thirty and yellow block equals ten
741,red block equals thirty and blue block equals thirty and yellow block equals twenty
742,red block equals thirty and blue block equals thirty and yellow block equals thirty
743,red block equals thirty and blue block equals thirty and yellow block equals forty
744,red block equals thirty and blue block equals thirty and yellow block equals fifty
745,red block equals thirty and blue block equals forty and green block equals ten
746,red block equals thirty and blue block equals forty and green block equals twenty
747,red block equals thirty and blue block equals forty and green block equals thirty
748,red block equals thirty and blue block equals forty and green block equals forty
749,red block equals thirty and blue block equals forty and green block equals fifty
750,red block equals thirty and blue block equals forty and purple block equals ten
751,red block equals thirty and blue block equals forty and purple block equals twenty
752,red block equals thirty and blue block equals forty and purple block equals thirty
753,red block equals thirty and blue block equals forty and purple block equals forty
754,red block equals thirty and blue block equals forty and purple block equals fifty
755,red block equals thirty and blue block equals forty and yellow block equals ten
756,red block equals thirty and blue block equals forty and yellow block equals twenty
757,red block equals thirty and blue block equals forty and yellow block equals thirty
758,red block equals thirty and blue block equals forty and yellow block equals forty
759,red block equals thirty and blue block equals forty and yellow block equals fifty
760,red block equals thirty and blue block equals fifty and green block equals ten
761,red block equals thirty and blue block equals fifty and green block equals twenty
762,red block equals thirty and blue block equals fifty and green block equals thirty
763,red block equals thirty and blue block equals fifty and green block equals forty
764,red block equals thirty and blue block equals fifty and green block equals fifty
765,red block equals thirty and blue block equals fifty and purple block equals ten
766,red block equals thirty and blue block equals fifty and purple block equals twenty
767,red block equals thirty and blue block equals fifty and purple block equals thirty
768,red block equals thirty and blue block equals fifty and purple block equals forty
769,red block equals thirty and blue block equals fifty and purple block equals fifty
770,red block equals thirty and blue block equals fifty and yellow block equals ten
771,red block equals thirty and blue block equals fifty and yellow block equals twenty
772,red block equals thirty and blue block equals fifty and yellow block equals thirty
773,red block equals thirty and blue block equals fifty and yellow block equals forty
774,red block equals thirty and blue block equals fifty and yellow block equals fifty
775,red block equals thirty and green block equals ten and purple block equals ten
776,red block equals thirty and green block equals ten and purple block equals twenty
777,red block equals thirty and green block equals ten and purple block equals thirty
778,red block equals thirty and green block equals ten and purple block equals forty
779,red block equals thirty and green block equals ten and purple block equals fifty
780,red block equals thirty and green block equals ten and yellow block equals ten
781,red block equals thirty and green block equals ten and yellow block equals twenty
782,red block equals thirty and green block equals ten and yellow block equals thirty
783,red block equals thirty and green block equals ten and yellow block equals forty
784,red block equals thirty and green block equals ten and yellow block equals fifty
785,red block equals thirty and green block equals twenty and purple block equals ten
786,red block equals thirty and green block equals twenty and purple block equals twenty
787,red block equals thirty and green block equals twenty and purple block equals thirty
788,red block equals thirty and green block equals twenty and purple block equals forty
789,red block equals thirty and green block equals twenty and purple block equals fifty
790,red block equals thirty and green block equals twenty and yellow block equals ten
791,red block equals thirty and green block equals twenty and yellow block equals twenty
792,red block equals thirty and green block equals twenty and yellow block equals thirty
793,red block equals thirty and green block equals twenty and yellow block equals forty
794,red block equals thirty and green block equals twenty and yellow block equals fifty
795,red block equals thirty and green block equals thirty and purple block equals ten
796,red block equals thirty and green block equals thirty and purple block equals twenty
797,red block equals thirty and green block equals thirty and purple block equals thirty
798,red block equals thirty and green block equals thirty and purple block equals forty
799,red block equals thirty and green block equals thirty and purple block equals fifty
800,red block equals thirty and green block equals thirty and yellow block equals ten
801,red block equals thirty and green block equals thirty and yellow block equals twenty
802,red block equals thirty and green block equals thirty and yellow block equals thirty
803,red block equals thirty and green block equals thirty and yellow block equals forty
804,red block equals thirty and green block equals thirty and yellow block equals fifty
805,red block equals thirty and green block equals forty and purple block equals ten
806,red block equals thirty and green block equals forty and purple block equals twenty
807,red block equals thirty and green block equals forty and purple block equals thirty
808,red block equals thirty and green block equals forty and purple block equals forty
809,red block equals thirty and green block equals forty and purple block equals fifty
810,red block equals thirty and green block equals forty and yellow block equals ten
811,red block equals thirty and green block equals forty and yellow block equals twenty
812,red block equals thirty and green block equals forty and yellow block equals thirty
813,red block equals thirty and green block equals forty and yellow block equals forty
814,red block equals thirty and green block equals forty and yellow block equals fifty
815,red block equals thirty and green block equals fifty and purple block equals ten
816,red block equals thirty and green block equals fifty and purple block equals twenty
817,red block equals thirty and green block equals fifty and purple block equals thirty
818,red block equals thirty and green block equals fifty and purple block equals forty
819,red block equals thirty and green block equals fifty and purple block equals fifty
820,red block equals thirty and green block equals fifty and yellow block equals ten
821,red block equals thirty and green block equals fifty and yellow block equals twenty
822,red block equals thirty and green block equals fifty and yellow block equals thirty
823,red block equals thirty and green block equals fifty and yellow block equals forty
824,red block equals thirty and green block equals fifty and yellow block equals fifty
825,red block equals thirty and purple block equals ten and yellow block equals ten
826,red block equals thirty and purple block equals ten and yellow block equals twenty
827,red block equals thirty and purple block equals ten and yellow block equals thirty
828,red block equals thirty and purple block equals ten and yellow block equals forty
829,red block equals thirty and purple block equals ten and yellow block equals fifty
830,red block equals thirty and purple block equals twenty and yellow block equals ten
831,red block equals thirty and purple block equals twenty and yellow block equals twenty
832,red block equals thirty and purple block equals twenty and yellow block equals thirty
833,red block equals thirty and purple block equals twenty and yellow block equals forty
834,red block equals thirty and purple block equals twenty and yellow block equals fifty
835,red block equals thirty and purple block equals thirty and yellow block equals ten
836,red block equals thirty and purple block equals thirty and yellow block equals twenty
837,red block equals thirty and purple block equals thirty and yellow block equals thirty
838,red block equals thirty and purple block equals thirty and yellow block equals forty
839,red block equals thirty and purple block equals thirty and yellow block equals fifty
840,red block equals thirty and purple block equals forty and yellow block equals ten
841,red block equals thirty and purple block equals forty and yellow block equals twenty
842,red block equals thirty and purple block equals forty and yellow block equals thirty
843,red block equals thirty and purple block equals forty and yellow block equals forty
844,red block equals thirty and purple block equals forty and yellow block equals fifty
845,red block equals thirty and purple block equals fifty and yellow block equals ten
846,red block equals thirty and purple block equals fifty and yellow block equals twenty
847,red block equals thirty and purple block equals fifty and yellow block equals thirty
848,red block equals thirty and purple block equals fifty and yellow block equals forty
849,red block equals thirty and purple block equals fifty and yellow block equals fifty
850,red block equals forty and blue block equals ten and green block equals ten
851,red block equals forty and blue block equals ten and green block equals twenty
852,red block equals forty and blue block equals ten and green block equals thirty
853,red block equals forty and blue block equals ten and green block equals forty
854,red block equals forty and blue block equals ten and green block equals fifty
855,red block equals forty and blue block equals ten and purple block equals ten
856,red block equals forty and blue block equals ten and purple block equals twenty
857,red block equals forty and blue block equals ten and purple block equals thirty
858,red block equals forty and blue block equals ten and purple block equals forty
859,red block equals forty and blue block equals ten and purple block equals fifty
860,red block equals forty and blue block equals ten and yellow block equals ten
861,red block equals forty and blue block equals ten and yellow block equals twenty
862,red block equals forty and blue block equals ten and yellow block equals thirty
863,red block equals forty and blue block equals ten and yellow block equals forty
864,red block equals forty and blue block equals ten and yellow block equals fifty
865,red block equals forty and blue block equals twenty and green block equals ten
866,red block equals forty and blue block equals twenty and green block equals twenty
867,red block equals forty and blue block equals twenty and green block equals thirty
868,red block equals forty and blue block equals twenty and green block equals forty
869,red block equals forty and blue block equals twenty and green block equals fifty
870,red block equals forty and blue block equals twenty and purple block equals ten
871,red block equals forty and blue block equals twenty and purple block equals twenty
872,red block equals forty and blue block equals twenty and purple block equals thirty
873,red block equals forty and blue block equals twenty and purple block equals forty
874,red block equals forty and blue block equals twenty and purple block equals fifty
875,red block equals forty and blue block equals twenty and yellow block equals ten
876,red block equals forty and blue block equals twenty and yellow block equals twenty
877,red block equals forty and blue block equals twenty and yellow block equals thirty
878,red block equals forty and blue block equals twenty and yellow block equals forty
879,red block equals forty and blue block equals twenty and yellow block equals fifty
880,red block equals forty and blue block equals thirty and green block equals ten
881,red block equals forty and blue block equals thirty and green block equals twenty
882,red block equals forty and blue block equals thirty and green block equals thirty
883,red block equals forty and blue block equals thirty and green block equals forty
884,red block equals forty and blue block equals thirty and green block equals fifty
885,red block equals forty and blue block equals thirty and purple block equals ten
886,red block equals forty and blue block equals thirty and purple block equals twenty
887,red block equals forty and blue block equals thirty and purple block equals thirty
888,red block equals forty and blue block equals thirty and purple block equals forty
889,red block equals forty and blue block equals thirty and purple block equals fifty
890,red block equals forty and blue block equals thirty and yellow block equals ten
891,red block equals forty and blue block equals thirty and yellow block equals twenty
892,red block equals forty and blue block equals thirty and yellow block equals thirty
893,red block equals forty and blue block equals thirty and yellow block equals forty
894,red block equals forty and blue block equals thirty and yellow block equals fifty
895,red block equals forty and blue block equals forty and green block equals ten
896,red block equals forty and blue block equals forty and green block equals twenty
897,red block equals forty and blue block equals forty and green block equals thirty
898,red block equals forty and blue block equals forty and green block equals forty
899,red block equals forty and blue block equals forty and green block equals fifty
900,red block equals forty and blue block equals forty and purple block equals ten
901,red block equals forty and blue block equals forty and purple block equals twenty
902,red block equals forty and blue block equals forty and purple block equals thirty
903,red block equals forty and blue block equals forty and purple block equals forty
904,red block equals forty and blue block equals forty and purple block equals fifty
905,red block equals forty and blue block equals forty and yellow block equals ten
906,red block equals forty and blue block equals forty and yellow block equals twenty
907,red block equals forty and blue block equals forty and yellow block equals thirty
908,red block equals forty and blue block equals forty and yellow block equals forty
909,red block equals forty and blue block equals forty and yellow block equals fifty
910,red block equals forty and blue block equals fifty and green block equals ten
911,red block equals forty and blue block equals fifty and green block equals twenty
912,red block equals forty and blue block equals fifty and green block equals thirty
913,red block equals forty and blue block equals fifty and green block equals forty
914,red block equals forty and blue block equals fifty and green block equals fifty
915,red block equals forty and blue block equals fifty and purple block equals ten
916,red block equals forty and blue block equals fifty and purple block equals twenty
917,red block equals forty and blue block equals fifty and purple block equals thirty
918,red block equals forty and blue block equals fifty and purple block equals forty
919,red block equals forty and blue block equals fifty and purple block equals fifty
920,red block equals forty and blue block equals fifty and yellow block equals ten
921,red block equals forty and blue block equals fifty and yellow block equals twenty
922,red block equals forty and blue block equals fifty and yellow block equals thirty
923,red block equals forty and blue block equals fifty and yellow block equals forty
924,red block equals forty and blue block equals fifty and yellow block equals fifty
925,red block equals forty and green block equals ten and purple block equals ten
926,red block equals forty and green block equals ten and purple block equals twenty
927,red block equals forty and green block equals ten and purple block equals thirty
928,red block equals forty and green block equals ten and purple block equals forty
929,red block equals forty and green block equals ten and purple block equals fifty
930,red block equals forty and green block equals ten and yellow block equals ten
931,red block equals forty and green block equals ten and yellow block equals twenty
932,red block equals forty and green block equals ten and yellow block equals thirty
933,red block equals forty and green block equals ten and yellow block equals forty
934,red block equals forty and green block equals ten and yellow block equals fifty
935,red block equals forty and green block equals twenty and purple block equals ten
936,red block equals forty and green block equals twenty and purple block equals twenty
937,red block equals forty and green block equals twenty and purple block equals thirty
938,red block equals forty and green block equals twenty and purple block equals forty
939,red block equals forty and green block equals twenty and purple block equals fifty
940,red block equals forty and green block equals twenty and yellow block equals ten
941,red block equals forty and green block equals twenty and yellow block equals twenty
942,red block equals forty and green block equals twenty and yellow block equals thirty
943,red block equals forty and green block equals twenty and yellow block equals forty
944,red block equals forty and green block equals twenty and yellow block equals fifty
945,red block equals forty and green block equals thirty and purple block equals ten
946,red block equals forty and green block equals thirty and purple block equals twenty
947,red block equals forty and green block equals thirty and purple block equals thirty
948,red block equals forty and green block equals thirty and purple block equals forty
949,red block equals forty and green block equals thirty and purple block equals fifty
950,red block equals forty and green block equals thirty and yellow block equals ten
951,red block equals forty and green block equals thirty and yellow block equals twenty
952,red block equals forty and green block equals thirty and yellow block equals thirty
953,red block equals forty and green block equals thirty and yellow block equals forty
954,red block equals forty and green block equals thirty and yellow block equals fifty
955,red block equals forty and green block equals forty and purple block equals ten
956,red block equals forty and green block equals forty and purple block equals twenty
957,red block equals forty and green block equals forty and purple block equals thirty
958,red block equals forty and green block equals forty and purple block equals forty
959,red block equals forty and green block equals forty and purple block equals fifty
960,red block equals forty and green block equals forty and yellow block equals ten
961,red block equals forty and green block equals forty and yellow block equals twenty
962,red block equals forty and green block equals forty and yellow block equals thirty
963,red block equals forty and green block equals forty and yellow block equals forty
964,red block equals forty and green block equals forty and yellow block equals fifty
965,red block equals forty and green block equals fifty and purple block equals ten
966,red block equals forty and green block equals fifty and purple block equals twenty
967,red block equals forty and green block equals fifty and purple block equals thirty
968,red block equals forty and green block equals fifty and purple block equals forty
969,red block equals forty and green block equals fifty and purple block equals fifty
970,red block equals forty and green block equals fifty and yellow block equals ten
971,red block equals forty and green block equals fifty and yellow block equals twenty
972,red block equals forty and green block equals fifty and yellow block equals thirty
973,red block equals forty and green block equals fifty and yellow block equals forty
974,red block equals forty and green block equals fifty and yellow block equals fifty
975,red block equals forty and purple block equals ten and yellow block equals ten
976,red block equals forty and purple block equals ten and yellow block equals twenty
977,red block equals forty and purple block equals ten and yellow block equals thirty
978,red block equals forty and purple block equals ten and yellow block equals forty
979,red block equals forty and purple block equals ten and yellow block equals fifty
980,red block equals forty and purple block equals twenty and yellow block equals ten
981,red block equals forty and purple block equals twenty and yellow block equals twenty
982,red block equals forty and purple block equals twenty and yellow block equals thirty
983,red block equals forty and purple block equals twenty and yellow block equals forty
984,red block equals forty and purple block equals twenty and yellow block equals fifty
985,red block equals forty and purple block equals thirty and yellow block equals ten
986,red block equals forty and purple block equals thirty and yellow block equals twenty
987,red block equals forty and purple block equals thirty and yellow block equals thirty
988,red block equals forty and purple block equals thirty and yellow block equals forty
989,red block equals forty and purple block equals thirty and yellow block equals fifty
990,red block equals forty and purple block equals forty and yellow block equals ten
991,red block equals forty and purple block equals forty and yellow block equals twenty
992,red block equals forty and purple block equals forty and yellow block equals thirty
993,red block equals forty and purple block equals forty and yellow block equals forty
994,red block equals forty and purple block equals forty and yellow block equals fifty
995,red block equals forty and purple block equals fifty and yellow block equals ten
996,red block equals forty and purple block equals fifty and yellow block equals twenty
997,red block equals forty and purple block equals fifty and yellow block equals thirty
998,red block equals forty and purple block equals fifty and yellow block equals forty
999,red block equals forty and purple block equals fifty and yellow block equals fifty
1000,red block equals fifty and blue block equals ten and green block equals ten
1001,red block equals fifty and blue block equals ten and green block equals twenty
1002,red block equals fifty and blue block equals ten and green block equals thirty
1003,red block equals fifty and blue block equals ten and green block equals forty
1004,red block equals fifty and blue block equals ten and green block equals fifty
1005,red block equals fifty and blue block equals ten and purple block equals ten
1006,red block equals fifty and blue block equals ten and purple block equals twenty
1007,red block equals fifty and blue block equals ten and purple block equals thirty
1008,red block equals fifty and blue block equals ten and purple block equals forty
1009,red block equals fifty and blue block equals ten and purple block equals fifty
1010,red block equals fifty and blue block equals ten and yellow block equals ten
1011,red block equals fifty and blue block equals ten and yellow block equals twenty
1012,red block equals fifty and blue block equals ten and yellow block equals thirty
1013,red block equals fifty and blue block equals ten and yellow block equals forty
1014,red block equals fifty and blue block equals ten and yellow block equals fifty
1015,red block equals fifty and blue block equals twenty and green block equals ten
1016,red block equals fifty and blue block equals twenty and green block equals twenty
1017,red block equals fifty and blue block equals twenty and green block equals thirty
1018,red block equals fifty and blue block equals twenty and green block equals forty
1019,red block equals fifty and blue block equals twenty and green block equals fifty
1020,red block equals fifty and blue block equals twenty and purple block equals ten
1021,red block equals fifty and blue block equals twenty and purple block equals twenty
1022,red block equals fifty and blue block equals twenty and purple block equals thirty
1023,red block equals fifty and blue block equals twenty and purple block equals forty
1024,red block equals fifty and blue block equals twenty and purple block equals fifty
1025,red block equals fifty and blue block equals twenty and yellow block equals ten
1026,red block equals fifty and blue block equals twenty and yellow block equals twenty
1027,red block equals fifty and blue block equals twenty and yellow block equals thirty
1028,red block equals fifty and blue block equals twenty and yellow block equals forty
1029,red block equals fifty and blue block equals twenty and yellow block equals fifty
1030,red block equals fifty and blue block equals thirty and green block equals ten
1031,red block equals fifty and blue block equals thirty and green block equals twenty
1032,red block equals fifty and blue block equals thirty and green block equals thirty
1033,red block equals fifty and blue block equals thirty and green block equals forty
1034,red block equals fifty and blue block equals thirty and green block equals fifty
1035,red block equals fifty and blue block equals thirty and purple block equals ten
1036,red block equals fifty and blue block equals thirty and purple block equals twenty
1037,red block equals fifty and blue block equals thirty and purple block equals thirty
1038,red block equals fifty and blue block equals thirty and purple block equals forty
1039,red block equals fifty and blue block equals thirty and purple block equals fifty
1040,red block equals fifty and blue block equals thirty and yellow block equals ten
1041,red block equals fifty and blue block equals thirty and yellow block equals twenty
1042,red block equals fifty and blue block equals thirty and yellow block equals thirty
1043,red block equals fifty and blue block equals thirty and yellow block equals forty
1044,red block equals fifty and blue block equals thirty and yellow block equals fifty
1045,red block equals fifty and blue block equals forty and green block equals ten
1046,red block equals fifty and blue block equals forty and green block equals twenty
1047,red block equals fifty and blue block equals forty and green block equals thirty
1048,red block equals fifty and blue block equals forty and green block equals forty
1049,red block equals fifty and blue block equals forty and green block equals fifty
1050,red block equals fifty and blue block equals forty and purple block equals ten
1051,red block equals fifty and blue block equals forty and purple block equals twenty
1052,red block equals fifty and blue block equals forty and purple block equals thirty
1053,red block equals fifty and blue block equals forty and purple block equals forty
1054,red block equals fifty and blue block equals forty and purple block equals fifty
1055,red block equals fifty and blue block equals forty and yellow block equals ten
1056,red block equals fifty and blue block equals forty and yellow block equals twenty
1057,red block equals fifty and blue block equals forty and yellow block equals thirty
1058,red block equals fifty and blue block equals forty and yellow block equals forty
1059,red block equals fifty and blue block equals forty and yellow block equals fifty
1060,red block equals fifty and blue block equals fifty and green block equals ten
1061,red block equals fifty and blue block equals fifty and green block equals twenty
1062,red block equals fifty and blue block equals fifty and green block equals thirty
1063,red block equals fifty and blue block equals fifty and green block equals forty
1064,red block equals fifty and blue block equals fifty and green block equals fifty
1065,red block equals fifty and blue block equals fifty and purple block equals ten
1066,red block equals fifty and blue block equals fifty and purple block equals twenty
1067,red block equals fifty and blue block equals fifty and purple block equals thirty
1068,red block equals fifty and blue block equals fifty and purple block equals forty
1069,red block equals fifty and blue block equals fifty and purple block equals fifty
1070,red block equals fifty and blue block equals fifty and yellow block equals ten
1071,red block equals fifty and blue block equals fifty and yellow block equals twenty
1072,red block equals fifty and blue block equals fifty and yellow block equals thirty
1073,red block equals fifty and blue block equals fifty and yellow block equals forty
1074,red block equals fifty and blue block equals fifty and yellow block equals fifty
1075,red block equals fifty and green block equals ten and purple block equals ten
1076,red block equals fifty and green block equals ten and purple block equals twenty
1077,red block equals fifty and green block equals ten and purple block equals thirty
1078,red block equals fifty and green block equals ten and purple block equals forty
1079,red block equals fifty and green block equals ten and purple block equals fifty
1080,red block equals fifty and green block equals ten and yellow block equals ten
1081,red block equals fifty and green block equals ten and yellow block equals twenty
1082,red block equals fifty and green block equals ten and yellow block equals thirty
1083,red block equals fifty and green block equals ten and yellow block equals forty
1084,red block equals fifty and green block equals ten and yellow block equals fifty
1085,red block equals fifty and green block equals twenty and purple block equals ten
1086,red block equals fifty and green block equals twenty and purple block equals twenty
1087,red block equals fifty and green block equals twenty and purple block equals thirty
1088,red block equals fifty and green block equals twenty and purple block equals forty
1089,red block equals fifty and green block equals twenty and purple block equals fifty
1090,red block equals fifty and green block equals twenty and yellow block equals ten
1091,red block equals fifty and green block equals twenty and yellow block equals twenty
1092,red block equals fifty and green block equals twenty and yellow block equals thirty
1093,red block equals fifty and green block equals twenty and yellow block equals forty
1094,red block equals fifty and green block equals twenty and yellow block equals fifty
1095,red block equals fifty and green block equals thirty and purple block equals ten
1096,red block equals fifty and green block equals thirty and purple block equals twenty
1097,red block equals fifty and green block equals thirty and purple block equals thirty
1098,red block equals fifty and green block equals thirty and purple block equals forty
1099,red block equals fifty and green block equals thirty and purple block equals fifty
1100,red block equals fifty and green block equals thirty and yellow block equals ten
1101,red block equals fifty and green block equals thirty and yellow block equals twenty
1102,red block equals fifty and green block equals thirty and yellow block equals thirty
1103,red block equals fifty and green block equals thirty and yellow block equals forty
1104,red block equals fifty and green block equals thirty and yellow block equals fifty
1105,red block equals fifty and green block equals forty and purple block equals ten
1106,red block equals fifty and green block equals forty and purple block equals twenty
1107,red block equals fifty and green block equals forty and purple block equals thirty
1108,red block equals fifty and green block equals forty and purple block equals forty
1109,red block equals fifty and green block equals forty and purple block equals fifty
1110,red block equals fifty and green block equals forty and yellow block equals ten
1111,red block equals fifty and green block equals forty and yellow block equals twenty
1112,red block equals fifty and green block equals forty and yellow block equals thirty
1113,red block equals fifty and green block equals forty and yellow block equals forty
1114,red block equals fifty and green block equals forty and yellow block equals fifty
1115,red block equals fifty and green block equals fifty and purple block equals ten
1116,red block equals fifty and green block equals fifty and purple block equals twenty
1117,red block equals fifty and green block equals fifty and purple block equals thirty
1118,red block equals fifty and green block equals fifty and purple block equals forty
1119,red block equals fifty and green block equals fifty and purple block equals fifty
1120,red block equals fifty and green block equals fifty and yellow block equals ten
1121,red block equals fifty and green block equals fifty and yellow block equals twenty
1122,red block equals fifty and green block equals fifty and yellow block equals thirty
1123,red block equals fifty and green block equals fifty and yellow block equals forty
1124,red block equals fifty and green block equals fifty and yellow block equals fifty
1125,red block equals fifty and purple block equals ten and yellow block equals ten
1126,red block equals fifty and purple block equals ten and yellow block equals twenty
1127,red block equals fifty and purple block equals ten and yellow block equals thirty
1128,red block equals fifty and purple block equals ten and yellow block equals forty
1129,red block equals fifty and purple block equals ten and yellow block equals fifty
1130,red block equals fifty and purple block equals twenty and yellow block equals ten
1131,red block equals fifty and purple block equals twenty and yellow block equals twenty
1132,red block equals fifty and purple block equals twenty and yellow block equals thirty
1133,red block equals fifty and purple block equals twenty and yellow block equals forty
1134,red block equals fifty and purple block equals twenty and yellow block equals fifty
1135,red block equals fifty and purple block equals thirty and yellow block equals ten
1136,red block equals fifty and purple block equals thirty and yellow block equals twenty
1137,red block equals fifty and purple block equals thirty and yellow block equals thirty
1138,red block equals fifty and purple block equals thirty and yellow block equals forty
1139,red block equals fifty and purple block equals thirty and yellow block equals fifty
1140,red block equals fifty and purple block equals forty and yellow block equals ten
1141,red block equals fifty and purple block equals forty and yellow block equals twenty
1142,red block equals fifty and purple block equals forty and yellow block equals thirty
1143,red block equals fifty and purple block equals forty and yellow block equals forty
1144,red block equals fifty and purple block equals forty and yellow block equals fifty
1145,red block equals fifty and purple block equals fifty and yellow block equals ten
1146,red block equals fifty and purple block equals fifty and yellow block equals twenty
1147,red block equals fifty and purple block equals fifty and yellow block equals thirty
1148,red block equals fifty and purple block equals fifty and yellow block equals forty
1149,red block equals fifty and purple block equals fifty and yellow block equals fifty
1150,blue block equals ten and green block equals ten and purple block equals ten
1151,blue block equals ten and green block equals ten and purple block equals twenty
1152,blue block equals ten and green block equals ten and purple block equals thirty
1153,blue block equals ten and green block equals ten and purple block equals forty
1154,blue block equals ten and green block equals ten and purple block equals fifty
1155,blue block equals ten and green block equals ten and yellow block equals ten
1156,blue block equals ten and green block equals ten and yellow block equals twenty
1157,blue block equals ten and green block equals ten and yellow block equals thirty
1158,blue block equals ten and green block equals ten and yellow block equals forty
1159,blue block equals ten and green block equals ten and yellow block equals fifty
1160,blue block equals ten and green block equals twenty and purple block equals ten
1161,blue block equals ten and green block equals twenty and purple block equals twenty
1162,blue block equals ten and green block equals twenty and purple block equals thirty
1163,blue block equals ten and green block equals twenty and purple block equals forty
1164,blue block equals ten and green block equals twenty and purple block equals fifty
1165,blue block equals ten and green block equals twenty and yellow block equals ten
1166,blue block equals ten and green block equals twenty and yellow block equals twenty
1167,blue block equals ten and green block equals twenty and yellow block equals thirty
1168,blue block equals ten and green block equals twenty and yellow block equals forty
1169,blue block equals ten and green block equals twenty and yellow block equals fifty
1170,blue block equals ten and green block equals thirty and purple block equals ten
1171,blue block equals ten and green block equals thirty and purple block equals twenty
1172,blue block equals ten and green block equals thirty and purple block equals thirty
1173,blue block equals ten and green block equals thirty and purple block equals forty
1174,blue block equals ten and green block equals thirty and purple block equals fifty
1175,blue block equals ten and green block equals thirty and yellow block equals ten
1176,blue block equals ten and green block equals thirty and yellow block equals twenty
1177,blue block equals ten and green block equals thirty and yellow block equals thirty
1178,blue block equals ten and green block equals thirty and yellow block equals forty
1179,blue block equals ten and green block equals thirty and yellow block equals fifty
1180,blue block equals ten and green block equals forty and purple block equals ten
1181,blue block equals ten and green block equals forty and purple block equals twenty
1182,blue block equals ten and green block equals forty and purple block equals thirty
1183,blue block equals ten and green block equals forty and purple block equals forty
1184,blue block equals ten and green block equals forty and purple block equals fifty
1185,blue block equals ten and green block equals forty and yellow block equals ten
1186,blue block equals ten and green block equals forty and yellow block equals twenty
1187,blue block equals ten and green block equals forty and yellow block equals thirty
1188,blue block equals ten and green block equals forty and yellow block equals forty
1189,blue block equals ten and green block equals forty and yellow block equals fifty
1190,blue block equals ten and green block equals fifty and purple block equals ten
1191,blue block equals ten and green block equals fifty and purple block equals twenty
1192,blue block equals ten and green block equals fifty and purple block equals thirty
1193,blue block equals ten and green block equals fifty and purple block equals forty
1194,blue block equals ten and green block equals fifty and purple block equals fifty
1195,blue block equals ten and green block equals fifty and yellow block equals ten
1196,blue block equals ten and green block equals fifty and yellow block equals twenty
1197,blue block equals ten and green block equals fifty and yellow block equals thirty
1198,blue block equals ten and green block equals fifty and yellow block equals forty
1199,blue block equals ten and green block equals fifty and yellow block equals fifty
1200,blue block equals ten and purple block equals ten and yellow block equals ten
1201,blue block equals ten and purple block equals ten and yellow block equals twenty
1202,blue block equals ten and purple block equals ten and yellow block equals thirty
