,Common Ground,Label,Transcript,Group
428,"blue = 20, green = 20, yellow = 30",0,"red block , blue block twenty",7
429,"blue = 40, purple = 30, red = 20",0,"red block , blue block twenty",7
430,"blue = 20, purple = 50, yellow = 20",0,"red block , blue block twenty",7
431,purple > 30,0,purple block 's thirty,7
432,purple != 30,0,purple block 's thirty,7
433,purple < 30,0,purple block 's thirty,7
434,"blue = 40, green = 10, red = 50",0,purple block 's thirty,7
435,"blue = 30, green = 20, yellow = 20",0,So twenty thirty,7
436,"blue = 20, green = 30, red = 20",0,So twenty thirty,7
437,"blue = 20, green = 20, yellow = 30",0,So twenty thirty,7
438,"green = 30, purple = 30, red = 20",0,So twenty thirty,7
439,"green = 50, purple = 50, red = 50",0,Fifty I,7
440,green = 50,0,Fifty I,7
441,yellow > 50,0,Fifty I,7
442,"blue = 50, purple = 50, yellow = 50",0,Fifty I,7
443,yellow < 50,0,ah yellow block 's fifty,7
444,yellow != 50,0,ah yellow block 's fifty,7
445,yellow > 50,0,ah yellow block 's fifty,7
446,red = 50,0,ah yellow block 's fifty,7
447,yellow < 50,0,okay yellow block 's fifty,7
448,yellow != 50,0,okay yellow block 's fifty,7
449,yellow > 50,0,okay yellow block 's fifty,7
450,"purple = 40, red = 40, yellow = 40",0,okay yellow block 's fifty,7
451,green > 20,0,green twenty,8
452,green != 20,0,green twenty,8
453,green < 20,0,green twenty,8
454,"purple = 30, red = 40, yellow = 10",0,green twenty,8
455,"green = 50, purple = 20, yellow = 30",0,twenty purple block 's thirty,8
456,"green = 10, purple = 30, yellow = 50",0,twenty purple block 's thirty,8
457,"green = 10, purple = 10, red = 20",0,twenty purple block 's thirty,8
458,"blue = 40, purple = 30, red = 20",0,twenty purple block 's thirty,8
459,yellow < 40,0,oh yellow block 's forty,8
460,yellow != 40,0,oh yellow block 's forty,8
461,yellow = 40,0,oh yellow block 's forty,8
462,"purple = 30, red = 10, yellow = 10",0,oh yellow block 's forty,8
463,"blue = 40, green = 50, purple = 50",0,Between forty fifty,8
464,"blue = 40, green = 50, red = 50",0,Between forty fifty,8
465,"blue = 50, red = 40, yellow = 50",0,Between forty fifty,8
466,"green = 50, purple = 40, red = 40",0,Between forty fifty,8
467,"green = 50, purple = 50, red = 50",0,But n't less fifty actually,8
468,green = 50,0,But n't less fifty actually,8
469,yellow > 50,0,But n't less fifty actually,8
470,yellow = 50,0,But n't less fifty actually,8
471,"green = 50, purple = 50, red = 50",0,Fifty heavy,8
472,green = 50,0,Fifty heavy,8
473,yellow > 50,0,Fifty heavy,8
474,yellow = 50,0,Fifty heavy,8
475,yellow < 40,0,yellow block 's forty one,8
476,yellow > 40,0,yellow block 's forty one,8
477,yellow != 40,0,yellow block 's forty one,8
478,yellow = 40,0,yellow block 's forty one,8
479,yellow < 40,0,minus one yellow block forty nine,8
480,yellow > 40,0,minus one yellow block forty nine,8
481,yellow != 40,0,minus one yellow block forty nine,8
482,yellow = 40,0,minus one yellow block forty nine,8
483,yellow < 50,0,yellow block 's probably meant fifty placed differently,8
484,yellow != 50,0,yellow block 's probably meant fifty placed differently,8
485,yellow > 50,0,yellow block 's probably meant fifty placed differently,8
486,"blue = 20, purple = 40, red = 30",0,yellow block 's probably meant fifty placed differently,8
487,red < 10,0,The red cube ten grams,9
488,red != 10,0,The red cube ten grams,9
489,red > 10,0,The red cube ten grams,9
490,green != blue + yellow,0,The red cube ten grams,9
491,blue > red,0,"would red block , blue block 's equal probably",9
492,blue != red,0,"would red block , blue block 's equal probably",9
493,red > blue,0,"would red block , blue block 's equal probably",9
494,blue < red,0,"would red block , blue block 's equal probably",9
495,green > blue + red,0,"red block , blue block , green block 's probably equal",9
496,"blue = 20, green = 50, red = 10",0,"red block , blue block , green block 's probably equal",9
497,"blue = 20, green = 30, red = 20",0,"red block , blue block , green block 's probably equal",9
498,"blue = 20, green = 20, red = 40",0,"red block , blue block , green block 's probably equal",9
499,"green = 10, purple = 10, yellow = 10",0,So got ten ten,9
500,blue != 10,0,So got ten ten,9
501,yellow = 10,0,So got ten ten,9
502,blue < 10,0,So got ten ten,9
503,"green = 50, purple = 20, yellow = 30",0,"green block , blue block twenty ten right",9
504,"green = 10, red = 30, yellow = 30",0,"green block , blue block twenty ten right",9
505,"green = 10, purple = 30, yellow = 50",0,"green block , blue block twenty ten right",9
506,"green = 10, purple = 10, red = 20",0,"green block , blue block twenty ten right",9
507,red > 30,0,Look thirty gram block,9
508,purple != 30,0,Look thirty gram block,9
509,yellow = 30,0,Look thirty gram block,9
510,green > 30,0,Look thirty gram block,9
511,"green = 50, purple = 20, yellow = 30",0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",9
512,"green = 10, purple = 10, yellow = 10",0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",9
513,"green = 10, purple = 30, yellow = 50",0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",9
514,"green = 50, purple = 30, yellow = 20",0,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",9
515,"green = 50, purple = 20, yellow = 30",0,purple block one thirty yellow block fifty less,9
516,"green = 10, red = 30, yellow = 30",0,purple block one thirty yellow block fifty less,9
517,"green = 10, purple = 30, yellow = 50",0,purple block one thirty yellow block fifty less,9
518,"blue = 20, green = 20, yellow = 30",0,purple block one thirty yellow block fifty less,9
519,red < 10,0,I tell red cube ten grams,10
520,red != 10,0,I tell red cube ten grams,10
521,red > 10,0,I tell red cube ten grams,10
522,"blue = 20, green = 20, red = 30",0,I tell red cube ten grams,10
523,"blue = 20, green = 20, red = 10",0,"green block twenty red block , blue block ten ten",10
524,"blue = 20, green = 10, red = 10",0,"green block twenty red block , blue block ten ten",10
525,"blue = 10, green = 10, red = 20",0,"green block twenty red block , blue block ten ten",10
526,"blue = 10, green = 20, red = 20",0,"green block twenty red block , blue block ten ten",10
527,blue > red,0,"looks red block , blue block 're fairly equal",10
528,blue != red,0,"looks red block , blue block 're fairly equal",10
529,red > blue,0,"looks red block , blue block 're fairly equal",10
530,blue < red,0,"looks red block , blue block 're fairly equal",10
531,"blue = 20, green = 20, red = 10",0,"right green block 's twenty red block , blue block two ten",10
532,"blue = 20, green = 10, red = 10",0,"right green block 's twenty red block , blue block two ten",10
533,"blue = 10, green = 10, red = 20",0,"right green block 's twenty red block , blue block two ten",10
534,"blue = 10, green = 20, red = 20",0,"right green block 's twenty red block , blue block two ten",10
535,blue > red,0,"red block , blue block 're together",10
536,blue != red,0,"red block , blue block 're together",10
537,red > blue,0,"red block , blue block 're together",10
538,blue < red,0,"red block , blue block 're together",10
539,green != purple,0,"alright let 's green block , purple block two already tell purple block one 's heavier",10
540,green = purple,0,"alright let 's green block , purple block two already tell purple block one 's heavier",10
541,green > purple,0,"alright let 's green block , purple block two already tell purple block one 's heavier",10
542,green < purple,0,"alright let 's green block , purple block two already tell purple block one 's heavier",10
543,"green = 50, purple = 40, red = 40",0,"green block , red block , purple block equal green block , red block , purple block instructions suppose",10
544,"green = 50, purple = 50, red = 40",0,"green block , red block , purple block equal green block , red block , purple block instructions suppose",10
545,"green = 20, purple = 30, red = 50",0,"green block , red block , purple block equal green block , red block , purple block instructions suppose",10
546,"green = 10, purple = 10, red = 20",0,"green block , red block , purple block equal green block , red block , purple block instructions suppose",10
547,"green = 50, purple = 20, yellow = 30",0,moved green block checked two tens remember n't green block one okay sure sure sure put thirty thirty,10
548,"green = 10, red = 30, yellow = 30",0,moved green block checked two tens remember n't green block one okay sure sure sure put thirty thirty,10
549,"green = 10, purple = 30, yellow = 50",0,moved green block checked two tens remember n't green block one okay sure sure sure put thirty thirty,10
550,"green = 10, purple = 10, red = 20",0,moved green block checked two tens remember n't green block one okay sure sure sure put thirty thirty,10
551,"green = 50, purple = 20, yellow = 30",0,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,10
552,"green = 50, purple = 30, yellow = 20",0,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,10
553,"green = 20, purple = 50, yellow = 30",0,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,10
554,"green = 30, purple = 50, yellow = 20",0,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,10
555,"green = 50, purple = 50, red = 50",0,But 's I weights fifty,10
556,green = 50,0,But 's I weights fifty,10
557,yellow > 50,0,But 's I weights fifty,10
558,"blue = 50, purple = 50, yellow = 50",0,But 's I weights fifty,10
559,yellow != 50,0,yellow block less fifty less fifty,10
560,yellow = 50,0,yellow block less fifty less fifty,10
561,yellow > 50,0,yellow block less fifty less fifty,10
562,yellow > 50,0,yellow block less fifty less fifty,10
563,yellow != 50,0,'s 's almost settled yellow block 's less fifty,10
564,yellow = 50,0,'s 's almost settled yellow block 's less fifty,10
565,yellow > 50,0,'s 's almost settled yellow block 's less fifty,10
566,"green = 40, red = 30, yellow = 10",0,'s 's almost settled yellow block 's less fifty,10
567,yellow < 50,0,oh yellow block fifty grams,10
568,yellow != 50,0,oh yellow block fifty grams,10
569,yellow > 50,0,oh yellow block fifty grams,10
570,"green = 30, purple = 10, yellow = 50",0,oh yellow block fifty grams,10
571,"green = 50, purple = 20, yellow = 30",0,"purple block thirty right thirty green block twenty red block , blue block tens",10
572,"green = 10, red = 30, yellow = 30",0,"purple block thirty right thirty green block twenty red block , blue block tens",10
573,"blue = 30, green = 30, yellow = 10",0,"purple block thirty right thirty green block twenty red block , blue block tens",10
574,"green = 10, purple = 30, yellow = 50",0,"purple block thirty right thirty green block twenty red block , blue block tens",10
